submission_id, submission_smiles
5f02c22c-d334-4d41-80cd-cb4029ada0dc, CC1C=C(N(C(NC2=C(C)N=CC(C)=C2CCN2CCOCC2)=O)CCC2CN(C(C=C)=O)C2)N=CC=1
5ec6c2b8-248f-46b9-b5dc-0df68de2a5e7, C1CC(C(=O)S)CCN1CC1=CC=CC=C1
5e386bbd-fbf6-43ab-bc71-df1ae98eb776, COC1C(O)=CC2NC=C(C=2C=1O)CCNC(=O)C
5b7f1100-b7de-4b8d-913f-eea2ef22ce8d, CS(NC[C@H](C(NC1C(C)=CC=NC=1)=O)C1C=CC=CC=1)(=O)=O
5a173832-5fdb-4772-8497-674584bb9a83, O=C1/C(/CCC/C/1=C\C1OC=CC=1)=C/C1OC=CC=1
59746812-aa40-408c-9c5a-c4a165a00e5c, O=C(CC1(CCCC1)CC2=CC=CN=C2)NC3=CC=CN=C3
595fac82-7ea5-49a4-8881-97f95024c4fb, C1CC(OC(=O)NC)CCN1C(C1=CC=NC=C1)=O
58e158bd-bbfd-43c8-82de-6eb2e299edf7, C1=C(CN2CCN(C(=O)CCl)CC2)C2=CC=NC=C2C=C1Cl
57c545eb-8151-4113-9075-f468fa1a7fae, C1(C=CC([S](=O)(=O)N)=CC=1)N(CC)CC
5787f7d3-a795-4a7b-bf60-a1aff5b02cf0, C1(C=C(C2C(C)=CC(Cl)=NC=2F)N=CC=1OCC)C1C=C(C(NC2=CC=CO2)=O)C=C(Cl)C=1
5694a99d-ad80-4753-ab2f-db3781b60971, C1N=CC=CC=1NC(=O)NC1=CC=CC=C1CCC1(C[NH2+]C1)O
5634a269-01ff-4927-adbb-0cbf1dcf2404, C1=CC(CN)=CC2=C(CN(CCS(C)(O)O)C(CC3=CN=CC=C3N)O)C=CC=C12
54d5cf3e-e5c3-4926-941f-66636550c156, O=C(CC1(C#CC2=NC(N)=NC=C2)CCCCC1)NC3=CC=CN=C3
534877e5-c0c9-4dd0-a34e-9b2ea55ebfd7, BrC1C=C(C2C(=O)N(C3C=CC=NC=3)C(=C)NC=2)C=CC=1
522b0723-65d1-4ad3-8236-b5b91e22e3c0, C1C(C)OCCN1C1=CC(C(=O)NC2=CC=CC=C2)=C(C#N)N=C1
4c6b313a-f1d4-4d04-9e2f-56a2b02a2d67, C1CN(S(C2=CSC=C2)(=O)=O)CCN1C(C)=O
4bb7e4cc-a449-43b9-a36e-b37c486e0203, CC(NCCC1C2C(=CC=C(C#N)C=2)NC=1)=O
481b48b7-7703-4a90-9541-450ee72d67d3, O=S(=O)(N)C1C=CC2CCCN(C=2C=1)C1CCC[C@@H]1C(=O)N
4503e1e6-7391-4a91-a2cf-6bd326b7582f, CC(=O)N1CC2C(=CC=CC=2)[C@H](C2C=CC=CC=2)[C@H]1CC1C=NC=CC=1
43a5904b-29b9-4051-a2b4-783314b2e336, NC([C@H]1CC(CC2=CN(C)N=C2)=C[C@H]1C1C=CC=C(Cl)C=1)=O
41f76505-19e5-4149-ab05-f3827159375a, C1CC(C(N2CCCCC2)=O)CCN1C(COC1C(=NC(=CN=1)F)C(N)=O)=O
3fe943ba-5cd5-43a1-9c63-6fc11c0e5499, ClCC(N1CC2C(=CC=CC=2)C(C2C=C3CC(S(=O)(=O)N)CCC3=CC=2)C1)=O
3f36037a-6772-4880-ad17-d0702ce2ce44, N1(CCOCC1)C(=O)CC(NCC1C=CC=CC=1)=O
3edb475e-2725-4140-a8e1-a1028cf9f370, CC(C1C=C(Cl)C=CC=1O)NC(CCl)=O
3d234461-f037-47fb-a71b-6fb036518d18, C(C(=O)NN)1=CC2=CC(O)=CC=C2C=C1
3c79be55-6044-4966-b3bd-3eca32e15db9, O=C(NC1C=CC=NC=1)C1OC(N2CCC(O)CC2)=CC=1
3907f623-637d-472b-afc8-4c303133a201, O=C(CCl)N1C[C@H](CC(=O)N)N(C(=O)C)CC1
36e12f95-0811-4857-8bc6-a4aee0788f1c, C1(=CC=C(C(C)=O)C2N(C3C=CC=NC=3)C(=O)NC1=2)CC1C=CC(Br)=CC=1
364b6ea8-857d-4db9-9bb8-c5d3b237aa38, CS(C(CNC([C@@H](C(C1CCC=CC=1)=O)CO)=O)=O)(=O)=O
363cfb78-a931-4eb5-8391-6c0ddeb5aae1, O=C(NC1=C(C)C=CN=C1)NC2=CN=CC(C#N)=C2OC3=CC=CC(S(=O)(N)=O)=C3
362d364a-296c-4ee1-9e6e-088d8bfe0756, CCNC1C(CCNS(C)(=O)=O)=CC(C#N)=CN=1
